model,fold,fold_size,feature,importance
SVM (RBF),3,94,Aureimonas,0.0
SVM (RBF),3,94,Marseilla,0.0
SVM (RBF),3,94,Fimbriiglobus,0.0
SVM (RBF),3,94,Roseomonas,0.0
SVM (RBF),3,94,Aliarcobacter,0.0
SVM (RBF),3,94,Craurococcus,0.0
SVM (RBF),3,94,Capnocytophaga,0.0
SVM (RBF),3,94,Anaerosinus,0.0
SVM (RBF),3,94,Parvimonas,0.0
SVM (RBF),3,94,Howardella,0.0
SVM (RBF),3,94,Fudania,0.0
SVM (RBF),3,94,Peptoanaerobacter,0.0
SVM (RBF),3,94,Rhizobium,0.0
SVM (RBF),3,94,Mannheimia,0.0
SVM (RBF),3,94,Cryptobacterium,0.0
SVM (RBF),3,94,Dolosigranulum,0.0
SVM (RBF),3,94,Pseudescherichia,0.0
SVM (RBF),4,22,mediumBAL,0.0
SVM (RBF),4,22,mediumNPS,0.0
SVM (RBF),4,22,mediumSputum,0.0
SVM (RBF),4,22,mediumTS,0.0
SVM (RBF),4,22,adult_pediatric,0.0
SVM (RBF),4,22,continent,0.0
SVM (RBF),4,22,sex,-0.02727272727272726
SVM (RBF),4,22,Veillonella,-0.018181818181818167
SVM (RBF),4,22,Alloprevotella,0.0
SVM (RBF),4,22,Dietzia,0.0
SVM (RBF),4,22,Varibaculum,0.0
SVM (RBF),4,22,Fannyhessea,0.0
SVM (RBF),4,22,Selenomonas,0.0
SVM (RBF),4,22,Granulicatella,0.0
SVM (RBF),4,22,Lawsonella,0.0
SVM (RBF),4,22,Olsenella,0.0
SVM (RBF),4,22,Stomatobaculum,0.0
SVM (RBF),4,22,Janibacter,0.0
SVM (RBF),4,22,Haemophilus,-0.009090909090909084
SVM (RBF),4,22,Actinobacillus,0.0
SVM (RBF),4,22,Acinetobacter,0.0
SVM (RBF),4,22,Mogibacterium,0.0
SVM (RBF),4,22,Abiotrophia,0.0
SVM (RBF),4,22,Murdochiella,0.0
SVM (RBF),4,22,Bifidobacterium,0.0
SVM (RBF),4,22,Neisseria,0.0
SVM (RBF),4,22,Klebsiella,0.0
SVM (RBF),4,22,Helicobacter,0.0
SVM (RBF),4,22,Cutibacterium,0.0
SVM (RBF),4,22,Solobacterium,0.0
SVM (RBF),4,22,Gemella,0.0
SVM (RBF),4,22,Peptostreptococcus,0.0
SVM (RBF),4,22,Amniculibacterium,0.0
SVM (RBF),4,22,Lautropia,0.0
SVM (RBF),4,22,Schaalia,0.0
SVM (RBF),4,22,Aminipila,0.0
SVM (RBF),4,22,Clostridium_sensu_stricto,0.0
SVM (RBF),4,22,Prevotellamassilia,0.0
SVM (RBF),4,22,Deinococcus,0.0
SVM (RBF),4,22,Filifactor,0.0
SVM (RBF),4,22,Johnsonella,0.0
SVM (RBF),4,22,Moraxella,0.0
SVM (RBF),4,22,Fretibacterium,0.0
SVM (RBF),4,22,Brachybacterium,0.0
SVM (RBF),4,22,Pseudomonas,-0.036363636363636334
SVM (RBF),4,22,Rothia,-0.009090909090909084
SVM (RBF),4,22,Blautia,0.0
SVM (RBF),4,22,Eubacterium,0.0
SVM (RBF),4,22,Sphingobium,0.0
SVM (RBF),4,22,Corynebacterium,0.0
SVM (RBF),4,22,Kingella,0.0
SVM (RBF),4,22,Micrococcus,0.0
SVM (RBF),4,22,Enterocloster,0.0
SVM (RBF),4,22,Megasphaera,0.0
SVM (RBF),4,22,Methylobacterium,0.0
SVM (RBF),4,22,Bradyrhizobium,0.0
SVM (RBF),4,22,Sphingomonas,0.0
SVM (RBF),4,22,Brevundimonas,0.0
SVM (RBF),4,22,Microbacterium,0.0
SVM (RBF),4,22,Catonella,0.0
SVM (RBF),4,22,Thermus,0.0
SVM (RBF),4,22,Alloscardovia,0.0
SVM (RBF),4,22,Agathobacter,0.0
SVM (RBF),4,22,Streptococcus,0.0
SVM (RBF),4,22,Faecalibacterium,0.0
SVM (RBF),4,22,Curtobacterium,0.0
SVM (RBF),4,22,Coprococcus,0.0
SVM (RBF),4,22,Allisonella,0.0
SVM (RBF),4,22,Actinomyces,0.0
SVM (RBF),4,22,Eikenella,0.0
SVM (RBF),4,22,Arachnia,0.0
SVM (RBF),4,22,Lachnoanaerobaculum,0.0
SVM (RBF),4,22,Mesorhizobium,0.0
SVM (RBF),4,22,Tannerella,0.0
SVM (RBF),4,22,Herbiconiux,0.0
SVM (RBF),4,22,Lancefieldella,0.0
SVM (RBF),4,22,Butyrivibrio,0.0
SVM (RBF),4,22,Streptobacillus,0.0
SVM (RBF),4,22,Oribacterium,0.0
SVM (RBF),4,22,Luteovulum,0.0
SVM (RBF),4,22,Staphylococcus,-0.036363636363636334
SVM (RBF),4,22,Gardnerella,0.0
SVM (RBF),4,22,Wolinella,0.0
SVM (RBF),4,22,Centipeda,0.0
SVM (RBF),4,22,Cardiobacterium,0.0
SVM (RBF),4,22,Fenollaria,0.0
SVM (RBF),4,22,Porphyromonas,-0.009090909090909084
SVM (RBF),4,22,Metamycoplasma,0.0
SVM (RBF),4,22,Stenotrophomonas,-0.009090909090909084
SVM (RBF),4,22,Slackia,0.0
SVM (RBF),4,22,Pseudonocardia,0.0
SVM (RBF),4,22,Massiliprevotella,0.0
SVM (RBF),4,22,Campylobacter,0.0
SVM (RBF),4,22,Azorhizophilus,0.0
SVM (RBF),4,22,Peptococcus,0.0
SVM (RBF),4,22,Kocuria,0.0
SVM (RBF),4,22,Shuttleworthia,0.0
SVM (RBF),4,22,Agrobacterium,0.0
SVM (RBF),4,22,Nitrolancea,0.0
SVM (RBF),4,22,Verticiella,0.0
SVM (RBF),4,22,Finegoldia,0.0
SVM (RBF),4,22,Cellulosilyticum,0.0
SVM (RBF),4,22,Paracoccus,0.0
SVM (RBF),4,22,Atopobium,0.0
SVM (RBF),4,22,Ezakiella,0.0
SVM (RBF),4,22,Mycobacterium,0.0
SVM (RBF),4,22,Conservatibacter,0.0
SVM (RBF),4,22,Brevibacterium,0.0
SVM (RBF),4,22,Aggregatibacter,0.0
SVM (RBF),4,22,Gordonia,0.0
SVM (RBF),4,22,Rhodococcus,0.0
SVM (RBF),4,22,Fusobacterium,0.0
SVM (RBF),4,22,Anaerococcus,0.0
SVM (RBF),4,22,Marmoricola,0.0
SVM (RBF),4,22,Basfia,0.0
SVM (RBF),4,22,Peptoniphilus,0.0
SVM (RBF),4,22,Cellulomonas,0.0
SVM (RBF),4,22,Scardovia,0.0
SVM (RBF),4,22,Stenotrophobacter,0.0
SVM (RBF),4,22,Prevotella,-0.018181818181818167
SVM (RBF),4,22,Leptotrichia,0.0
SVM (RBF),4,22,Bergeriella,0.0
SVM (RBF),4,22,Aureimonas,0.0
SVM (RBF),4,22,Marseilla,0.0
SVM (RBF),4,22,Fimbriiglobus,0.0
SVM (RBF),4,22,Roseomonas,0.0
SVM (RBF),4,22,Aliarcobacter,0.0
SVM (RBF),4,22,Craurococcus,0.0
SVM (RBF),4,22,Capnocytophaga,0.0
SVM (RBF),4,22,Anaerosinus,0.0
SVM (RBF),4,22,Parvimonas,0.0
SVM (RBF),4,22,Howardella,0.0
SVM (RBF),4,22,Fudania,0.0
SVM (RBF),4,22,Peptoanaerobacter,0.0
SVM (RBF),4,22,Rhizobium,0.0
SVM (RBF),4,22,Mannheimia,0.0
SVM (RBF),4,22,Cryptobacterium,0.0
SVM (RBF),4,22,Dolosigranulum,0.0
SVM (RBF),4,22,Pseudescherichia,0.0
SVM (RBF),5,123,mediumBAL,0.0
SVM (RBF),5,123,mediumNPS,0.0
SVM (RBF),5,123,mediumSputum,0.0
SVM (RBF),5,123,mediumTS,0.0
SVM (RBF),5,123,adult_pediatric,0.0
SVM (RBF),5,123,continent,0.0
SVM (RBF),5,123,sex,0.0
SVM (RBF),5,123,Veillonella,0.0
SVM (RBF),5,123,Alloprevotella,0.0
SVM (RBF),5,123,Dietzia,0.0
SVM (RBF),5,123,Varibaculum,0.0
SVM (RBF),5,123,Fannyhessea,0.0
SVM (RBF),5,123,Selenomonas,0.0
SVM (RBF),5,123,Granulicatella,0.0
SVM (RBF),5,123,Lawsonella,0.0
SVM (RBF),5,123,Olsenella,0.0
SVM (RBF),5,123,Stomatobaculum,0.0
SVM (RBF),5,123,Janibacter,0.0
SVM (RBF),5,123,Haemophilus,0.0
SVM (RBF),5,123,Actinobacillus,0.0
SVM (RBF),5,123,Acinetobacter,0.0
SVM (RBF),5,123,Mogibacterium,0.0
SVM (RBF),5,123,Abiotrophia,0.0
SVM (RBF),5,123,Murdochiella,0.0
SVM (RBF),5,123,Bifidobacterium,0.0
SVM (RBF),5,123,Neisseria,0.0
SVM (RBF),5,123,Klebsiella,0.0
SVM (RBF),5,123,Helicobacter,0.0
SVM (RBF),5,123,Cutibacterium,0.0
SVM (RBF),5,123,Solobacterium,0.0
SVM (RBF),5,123,Gemella,0.0
SVM (RBF),5,123,Peptostreptococcus,0.0
SVM (RBF),5,123,Amniculibacterium,0.0
SVM (RBF),5,123,Lautropia,0.0
SVM (RBF),5,123,Schaalia,0.0
SVM (RBF),5,123,Aminipila,0.0
SVM (RBF),5,123,Clostridium_sensu_stricto,0.0
SVM (RBF),5,123,Prevotellamassilia,0.0
SVM (RBF),5,123,Deinococcus,0.0
SVM (RBF),5,123,Filifactor,0.0
SVM (RBF),5,123,Johnsonella,0.0
SVM (RBF),5,123,Moraxella,0.0
SVM (RBF),5,123,Fretibacterium,0.0
SVM (RBF),5,123,Brachybacterium,0.0
SVM (RBF),5,123,Pseudomonas,0.0
SVM (RBF),5,123,Rothia,0.0
SVM (RBF),5,123,Blautia,0.0
SVM (RBF),5,123,Eubacterium,0.0
SVM (RBF),5,123,Sphingobium,0.0
SVM (RBF),5,123,Corynebacterium,0.0
SVM (RBF),5,123,Kingella,0.0
SVM (RBF),5,123,Micrococcus,0.0
SVM (RBF),5,123,Enterocloster,0.0
SVM (RBF),5,123,Megasphaera,0.0
SVM (RBF),5,123,Methylobacterium,0.0
SVM (RBF),5,123,Bradyrhizobium,0.0
SVM (RBF),5,123,Sphingomonas,0.0
SVM (RBF),5,123,Brevundimonas,0.0
SVM (RBF),5,123,Microbacterium,0.0
SVM (RBF),5,123,Catonella,0.0
SVM (RBF),5,123,Thermus,0.0
SVM (RBF),5,123,Alloscardovia,0.0
SVM (RBF),5,123,Agathobacter,0.0
SVM (RBF),5,123,Streptococcus,0.0
SVM (RBF),5,123,Faecalibacterium,0.0
SVM (RBF),5,123,Curtobacterium,0.0
SVM (RBF),5,123,Coprococcus,0.0
SVM (RBF),5,123,Allisonella,0.0
SVM (RBF),5,123,Actinomyces,0.0
SVM (RBF),5,123,Eikenella,0.0
SVM (RBF),5,123,Arachnia,0.0
SVM (RBF),5,123,Lachnoanaerobaculum,0.0
SVM (RBF),5,123,Mesorhizobium,0.0
SVM (RBF),5,123,Tannerella,0.0
SVM (RBF),5,123,Herbiconiux,0.0
SVM (RBF),5,123,Lancefieldella,0.0
SVM (RBF),5,123,Butyrivibrio,0.0
SVM (RBF),5,123,Streptobacillus,0.0
SVM (RBF),5,123,Oribacterium,0.0
SVM (RBF),5,123,Luteovulum,0.0
SVM (RBF),5,123,Staphylococcus,0.0
SVM (RBF),5,123,Gardnerella,0.0
SVM (RBF),5,123,Wolinella,0.0
SVM (RBF),5,123,Centipeda,0.0
SVM (RBF),5,123,Cardiobacterium,0.0
SVM (RBF),5,123,Fenollaria,0.0
SVM (RBF),5,123,Porphyromonas,0.0
SVM (RBF),5,123,Metamycoplasma,0.0
SVM (RBF),5,123,Stenotrophomonas,0.0
SVM (RBF),5,123,Slackia,0.0
SVM (RBF),5,123,Pseudonocardia,0.0
SVM (RBF),5,123,Massiliprevotella,0.0
SVM (RBF),5,123,Campylobacter,0.0
SVM (RBF),5,123,Azorhizophilus,0.0
SVM (RBF),5,123,Peptococcus,0.0
SVM (RBF),5,123,Kocuria,0.0
SVM (RBF),5,123,Shuttleworthia,0.0
SVM (RBF),5,123,Agrobacterium,0.0
SVM (RBF),5,123,Nitrolancea,0.0
SVM (RBF),5,123,Verticiella,0.0
SVM (RBF),5,123,Finegoldia,0.0
SVM (RBF),5,123,Cellulosilyticum,0.0
SVM (RBF),5,123,Paracoccus,0.0
SVM (RBF),5,123,Atopobium,0.0
SVM (RBF),5,123,Ezakiella,0.0
SVM (RBF),5,123,Mycobacterium,0.0
SVM (RBF),5,123,Conservatibacter,0.0
SVM (RBF),5,123,Brevibacterium,0.0
SVM (RBF),5,123,Aggregatibacter,0.0
SVM (RBF),5,123,Gordonia,0.0
SVM (RBF),5,123,Rhodococcus,0.0
SVM (RBF),5,123,Fusobacterium,0.0
SVM (RBF),5,123,Anaerococcus,0.0
SVM (RBF),5,123,Marmoricola,0.0
SVM (RBF),5,123,Basfia,0.0
SVM (RBF),5,123,Peptoniphilus,0.0
SVM (RBF),5,123,Cellulomonas,0.0
SVM (RBF),5,123,Scardovia,0.0
SVM (RBF),5,123,Stenotrophobacter,0.0
SVM (RBF),5,123,Prevotella,0.0
SVM (RBF),5,123,Leptotrichia,0.0
SVM (RBF),5,123,Bergeriella,0.0
SVM (RBF),5,123,Aureimonas,0.0
SVM (RBF),5,123,Marseilla,0.0
SVM (RBF),5,123,Fimbriiglobus,0.0
SVM (RBF),5,123,Roseomonas,0.0
SVM (RBF),5,123,Aliarcobacter,0.0
SVM (RBF),5,123,Craurococcus,0.0
SVM (RBF),5,123,Capnocytophaga,0.0
SVM (RBF),5,123,Anaerosinus,0.0
SVM (RBF),5,123,Parvimonas,0.0
SVM (RBF),5,123,Howardella,0.0
SVM (RBF),5,123,Fudania,0.0
SVM (RBF),5,123,Peptoanaerobacter,0.0
SVM (RBF),5,123,Rhizobium,0.0
SVM (RBF),5,123,Mannheimia,0.0
SVM (RBF),5,123,Cryptobacterium,0.0
SVM (RBF),5,123,Dolosigranulum,0.0
SVM (RBF),5,123,Pseudescherichia,0.0
SVM (RBF),6,527,mediumBAL,0.0
SVM (RBF),6,527,mediumNPS,0.0
SVM (RBF),6,527,mediumSputum,0.0
SVM (RBF),6,527,mediumTS,0.0
SVM (RBF),6,527,adult_pediatric,0.0
SVM (RBF),6,527,continent,0.0
SVM (RBF),6,527,sex,-0.04895635673624289
SVM (RBF),6,527,Veillonella,0.006072106261859572
SVM (RBF),6,527,Alloprevotella,0.0
SVM (RBF),6,527,Dietzia,0.0
SVM (RBF),6,527,Varibaculum,0.0
SVM (RBF),6,527,Fannyhessea,0.0
SVM (RBF),6,527,Selenomonas,-0.0007590132827324459
SVM (RBF),6,527,Granulicatella,-0.0026565464895635716
SVM (RBF),6,527,Lawsonella,0.0
SVM (RBF),6,527,Olsenella,0.0
SVM (RBF),6,527,Stomatobaculum,0.0
SVM (RBF),6,527,Janibacter,0.0
SVM (RBF),6,527,Haemophilus,-0.002277039848197343
SVM (RBF),6,527,Actinobacillus,0.0
SVM (RBF),6,527,Acinetobacter,0.0007590132827324459
SVM (RBF),6,527,Mogibacterium,0.0
SVM (RBF),6,527,Abiotrophia,-0.00037950664136622293
SVM (RBF),6,527,Murdochiella,0.0
SVM (RBF),6,527,Bifidobacterium,0.00037950664136622293
SVM (RBF),6,527,Neisseria,-0.0018975332068311202
SVM (RBF),6,527,Klebsiella,0.0
SVM (RBF),6,527,Helicobacter,0.0
SVM (RBF),6,527,Cutibacterium,0.0
SVM (RBF),6,527,Solobacterium,0.0
SVM (RBF),6,527,Gemella,-0.00037950664136622293
SVM (RBF),6,527,Peptostreptococcus,0.0
SVM (RBF),6,527,Amniculibacterium,0.0
SVM (RBF),6,527,Lautropia,0.0
SVM (RBF),6,527,Schaalia,0.0
SVM (RBF),6,527,Aminipila,0.0
SVM (RBF),6,527,Clostridium_sensu_stricto,0.0
SVM (RBF),6,527,Prevotellamassilia,0.0
SVM (RBF),6,527,Deinococcus,0.0
SVM (RBF),6,527,Filifactor,0.0
SVM (RBF),6,527,Johnsonella,0.0
SVM (RBF),6,527,Moraxella,-0.0015180265654648917
SVM (RBF),6,527,Fretibacterium,0.0
SVM (RBF),6,527,Brachybacterium,0.0
SVM (RBF),6,527,Pseudomonas,-0.02618595825426946
SVM (RBF),6,527,Rothia,-0.003415559772296023
SVM (RBF),6,527,Blautia,0.0
SVM (RBF),6,527,Eubacterium,0.0
SVM (RBF),6,527,Sphingobium,0.0
SVM (RBF),6,527,Corynebacterium,0.0
SVM (RBF),6,527,Kingella,0.0
SVM (RBF),6,527,Micrococcus,0.0
SVM (RBF),6,527,Enterocloster,0.0
SVM (RBF),6,527,Megasphaera,-0.0011385199240986743
SVM (RBF),6,527,Methylobacterium,0.0
SVM (RBF),6,527,Bradyrhizobium,0.0
SVM (RBF),6,527,Sphingomonas,0.0
SVM (RBF),6,527,Brevundimonas,0.0
SVM (RBF),6,527,Microbacterium,0.0
SVM (RBF),6,527,Catonella,0.0
SVM (RBF),6,527,Thermus,0.0
SVM (RBF),6,527,Alloscardovia,0.0
SVM (RBF),6,527,Agathobacter,0.0
SVM (RBF),6,527,Streptococcus,-0.005692599620493366
SVM (RBF),6,527,Faecalibacterium,-0.0011385199240986688
SVM (RBF),6,527,Curtobacterium,0.0
SVM (RBF),6,527,Coprococcus,0.0
SVM (RBF),6,527,Allisonella,0.0
SVM (RBF),6,527,Actinomyces,0.0
SVM (RBF),6,527,Eikenella,0.0
SVM (RBF),6,527,Arachnia,0.0
SVM (RBF),6,527,Lachnoanaerobaculum,-0.0007590132827324459
SVM (RBF),6,527,Mesorhizobium,0.0
SVM (RBF),6,527,Tannerella,0.0
SVM (RBF),6,527,Herbiconiux,0.0
SVM (RBF),6,527,Lancefieldella,-0.0007590132827324459
SVM (RBF),6,527,Butyrivibrio,0.0
SVM (RBF),6,527,Streptobacillus,0.0
SVM (RBF),6,527,Oribacterium,0.0011385199240986688
SVM (RBF),6,527,Luteovulum,0.0
SVM (RBF),6,527,Staphylococcus,-0.016698292220113858
SVM (RBF),6,527,Gardnerella,0.0
SVM (RBF),6,527,Wolinella,0.0
SVM (RBF),6,527,Centipeda,0.0015180265654648917
SVM (RBF),6,527,Cardiobacterium,0.0
SVM (RBF),6,527,Fenollaria,0.0
SVM (RBF),6,527,Porphyromonas,0.0
SVM (RBF),6,527,Metamycoplasma,0.0
SVM (RBF),6,527,Stenotrophomonas,0.0
SVM (RBF),6,527,Slackia,0.0
SVM (RBF),6,527,Pseudonocardia,0.0
SVM (RBF),6,527,Massiliprevotella,0.0
SVM (RBF),6,527,Campylobacter,0.0
SVM (RBF),6,527,Azorhizophilus,0.0
SVM (RBF),6,527,Peptococcus,0.0
SVM (RBF),6,527,Kocuria,0.0
SVM (RBF),6,527,Shuttleworthia,0.0
SVM (RBF),6,527,Agrobacterium,0.0
SVM (RBF),6,527,Nitrolancea,0.0
SVM (RBF),6,527,Verticiella,0.0
SVM (RBF),6,527,Finegoldia,0.0
SVM (RBF),6,527,Cellulosilyticum,0.0
SVM (RBF),6,527,Paracoccus,0.0
SVM (RBF),6,527,Atopobium,0.0
SVM (RBF),6,527,Ezakiella,0.0
SVM (RBF),6,527,Mycobacterium,0.0
SVM (RBF),6,527,Conservatibacter,0.0
SVM (RBF),6,527,Brevibacterium,0.0
SVM (RBF),6,527,Aggregatibacter,0.0
SVM (RBF),6,527,Gordonia,0.0
SVM (RBF),6,527,Rhodococcus,0.0
SVM (RBF),6,527,Fusobacterium,0.0007590132827324459
SVM (RBF),6,527,Anaerococcus,0.0
SVM (RBF),6,527,Marmoricola,0.0
SVM (RBF),6,527,Basfia,0.0
SVM (RBF),6,527,Peptoniphilus,0.0
SVM (RBF),6,527,Cellulomonas,0.0
SVM (RBF),6,527,Scardovia,-0.00037950664136622293
SVM (RBF),6,527,Stenotrophobacter,0.0
SVM (RBF),6,527,Prevotella,-0.03301707779886148
SVM (RBF),6,527,Leptotrichia,-0.006451612903225818
SVM (RBF),6,527,Bergeriella,0.0
SVM (RBF),6,527,Aureimonas,0.0
SVM (RBF),6,527,Marseilla,0.0
SVM (RBF),6,527,Fimbriiglobus,0.0
SVM (RBF),6,527,Roseomonas,0.0
SVM (RBF),6,527,Aliarcobacter,0.0
SVM (RBF),6,527,Craurococcus,0.0
SVM (RBF),6,527,Capnocytophaga,-0.0015180265654648971
SVM (RBF),6,527,Anaerosinus,0.0
SVM (RBF),6,527,Parvimonas,0.0
SVM (RBF),6,527,Howardella,0.0
SVM (RBF),6,527,Fudania,0.0
SVM (RBF),6,527,Peptoanaerobacter,0.0
SVM (RBF),6,527,Rhizobium,0.0
SVM (RBF),6,527,Mannheimia,0.0
SVM (RBF),6,527,Cryptobacterium,0.0
SVM (RBF),6,527,Dolosigranulum,0.0
SVM (RBF),6,527,Pseudescherichia,0.0
SVM (RBF),7,50,mediumBAL,0.0
SVM (RBF),7,50,mediumNPS,0.0
SVM (RBF),7,50,mediumSputum,0.0
SVM (RBF),7,50,mediumTS,0.0
SVM (RBF),7,50,adult_pediatric,0.0
SVM (RBF),7,50,continent,0.0
SVM (RBF),7,50,sex,0.0
SVM (RBF),7,50,Veillonella,0.0
SVM (RBF),7,50,Alloprevotella,0.0
SVM (RBF),7,50,Dietzia,0.0
SVM (RBF),7,50,Varibaculum,0.0
SVM (RBF),7,50,Fannyhessea,0.0
SVM (RBF),7,50,Selenomonas,0.0
SVM (RBF),7,50,Granulicatella,0.0
SVM (RBF),7,50,Lawsonella,0.0
SVM (RBF),7,50,Olsenella,0.0
SVM (RBF),7,50,Stomatobaculum,0.0
SVM (RBF),7,50,Janibacter,0.0
SVM (RBF),7,50,Haemophilus,0.0
SVM (RBF),7,50,Actinobacillus,0.0
SVM (RBF),7,50,Acinetobacter,0.0
SVM (RBF),7,50,Mogibacterium,0.0
SVM (RBF),7,50,Abiotrophia,0.0
SVM (RBF),7,50,Murdochiella,0.0
SVM (RBF),7,50,Bifidobacterium,0.0
SVM (RBF),7,50,Neisseria,0.0
SVM (RBF),7,50,Klebsiella,0.0
SVM (RBF),7,50,Helicobacter,0.0
SVM (RBF),7,50,Cutibacterium,0.0
SVM (RBF),7,50,Solobacterium,0.0
SVM (RBF),7,50,Gemella,0.0
SVM (RBF),7,50,Peptostreptococcus,0.0
SVM (RBF),7,50,Amniculibacterium,0.0
SVM (RBF),7,50,Lautropia,0.0
SVM (RBF),7,50,Schaalia,0.0
SVM (RBF),7,50,Aminipila,0.0
SVM (RBF),7,50,Clostridium_sensu_stricto,0.0
SVM (RBF),7,50,Prevotellamassilia,0.0
SVM (RBF),7,50,Deinococcus,0.0
SVM (RBF),7,50,Filifactor,0.0
SVM (RBF),7,50,Johnsonella,0.0
SVM (RBF),7,50,Moraxella,0.0
SVM (RBF),7,50,Fretibacterium,0.0
SVM (RBF),7,50,Brachybacterium,0.0
SVM (RBF),7,50,Pseudomonas,0.0
SVM (RBF),7,50,Rothia,0.0
SVM (RBF),7,50,Blautia,0.0
SVM (RBF),7,50,Eubacterium,0.0
SVM (RBF),7,50,Sphingobium,0.0
SVM (RBF),7,50,Corynebacterium,0.0
SVM (RBF),7,50,Kingella,0.0
SVM (RBF),7,50,Micrococcus,0.0
SVM (RBF),7,50,Enterocloster,0.0
SVM (RBF),7,50,Megasphaera,0.0
SVM (RBF),7,50,Methylobacterium,0.0
SVM (RBF),7,50,Bradyrhizobium,0.0
SVM (RBF),7,50,Sphingomonas,0.0
SVM (RBF),7,50,Brevundimonas,0.0
SVM (RBF),7,50,Microbacterium,0.0
SVM (RBF),7,50,Catonella,0.0
SVM (RBF),7,50,Thermus,0.0
SVM (RBF),7,50,Alloscardovia,0.0
SVM (RBF),7,50,Agathobacter,0.0
SVM (RBF),7,50,Streptococcus,0.0
SVM (RBF),7,50,Faecalibacterium,0.0
SVM (RBF),7,50,Curtobacterium,0.0
SVM (RBF),7,50,Coprococcus,0.0
SVM (RBF),7,50,Allisonella,0.0
SVM (RBF),7,50,Actinomyces,0.0
SVM (RBF),7,50,Eikenella,0.0
SVM (RBF),7,50,Arachnia,0.0
SVM (RBF),7,50,Lachnoanaerobaculum,0.0
SVM (RBF),7,50,Mesorhizobium,0.0
SVM (RBF),7,50,Tannerella,0.0
SVM (RBF),7,50,Herbiconiux,0.0
SVM (RBF),7,50,Lancefieldella,0.0
SVM (RBF),7,50,Butyrivibrio,0.0
SVM (RBF),7,50,Streptobacillus,0.0
SVM (RBF),7,50,Oribacterium,0.0
SVM (RBF),7,50,Luteovulum,0.0
SVM (RBF),7,50,Staphylococcus,0.0
SVM (RBF),7,50,Gardnerella,0.0
SVM (RBF),7,50,Wolinella,0.0
SVM (RBF),7,50,Centipeda,0.0
SVM (RBF),7,50,Cardiobacterium,0.0
SVM (RBF),7,50,Fenollaria,0.0
SVM (RBF),7,50,Porphyromonas,0.0
SVM (RBF),7,50,Metamycoplasma,0.0
SVM (RBF),7,50,Stenotrophomonas,0.0
SVM (RBF),7,50,Slackia,0.0
SVM (RBF),7,50,Pseudonocardia,0.0
SVM (RBF),7,50,Massiliprevotella,0.0
SVM (RBF),7,50,Campylobacter,0.0
SVM (RBF),7,50,Azorhizophilus,0.0
SVM (RBF),7,50,Peptococcus,0.0
SVM (RBF),7,50,Kocuria,0.0
SVM (RBF),7,50,Shuttleworthia,0.0
SVM (RBF),7,50,Agrobacterium,0.0
SVM (RBF),7,50,Nitrolancea,0.0
SVM (RBF),7,50,Verticiella,0.0
SVM (RBF),7,50,Finegoldia,0.0
SVM (RBF),7,50,Cellulosilyticum,0.0
SVM (RBF),7,50,Paracoccus,0.0
SVM (RBF),7,50,Atopobium,0.0
SVM (RBF),7,50,Ezakiella,0.0
SVM (RBF),7,50,Mycobacterium,0.0
SVM (RBF),7,50,Conservatibacter,0.0
SVM (RBF),7,50,Brevibacterium,0.0
SVM (RBF),7,50,Aggregatibacter,0.0
SVM (RBF),7,50,Gordonia,0.0
SVM (RBF),7,50,Rhodococcus,0.0
SVM (RBF),7,50,Fusobacterium,0.0
SVM (RBF),7,50,Anaerococcus,0.0
SVM (RBF),7,50,Marmoricola,0.0
SVM (RBF),7,50,Basfia,0.0
SVM (RBF),7,50,Peptoniphilus,0.0
SVM (RBF),7,50,Cellulomonas,0.0
SVM (RBF),7,50,Scardovia,0.0
SVM (RBF),7,50,Stenotrophobacter,0.0
SVM (RBF),7,50,Prevotella,0.0
SVM (RBF),7,50,Leptotrichia,0.0
SVM (RBF),7,50,Bergeriella,0.0
SVM (RBF),7,50,Aureimonas,0.0
SVM (RBF),7,50,Marseilla,0.0
SVM (RBF),7,50,Fimbriiglobus,0.0
SVM (RBF),7,50,Roseomonas,0.0
SVM (RBF),7,50,Aliarcobacter,0.0
SVM (RBF),7,50,Craurococcus,0.0
SVM (RBF),7,50,Capnocytophaga,0.0
SVM (RBF),7,50,Anaerosinus,0.0
SVM (RBF),7,50,Parvimonas,0.0
SVM (RBF),7,50,Howardella,0.0
SVM (RBF),7,50,Fudania,0.0
SVM (RBF),7,50,Peptoanaerobacter,0.0
SVM (RBF),7,50,Rhizobium,0.0
SVM (RBF),7,50,Mannheimia,0.0
SVM (RBF),7,50,Cryptobacterium,0.0
SVM (RBF),7,50,Dolosigranulum,0.0
SVM (RBF),7,50,Pseudescherichia,0.0
SVM (RBF),8,37,mediumBAL,0.0
SVM (RBF),8,37,mediumNPS,0.0
SVM (RBF),8,37,mediumSputum,0.0
SVM (RBF),8,37,mediumTS,0.0
SVM (RBF),8,37,adult_pediatric,0.0
SVM (RBF),8,37,continent,0.0
SVM (RBF),8,37,sex,-0.043243243243243246
SVM (RBF),8,37,Veillonella,-0.07567567567567565
SVM (RBF),8,37,Alloprevotella,0.0
SVM (RBF),8,37,Dietzia,0.0
SVM (RBF),8,37,Varibaculum,0.0
SVM (RBF),8,37,Fannyhessea,0.0
SVM (RBF),8,37,Selenomonas,0.0
SVM (RBF),8,37,Granulicatella,-0.010810810810810811
